Date,Open,High,Low,Close,Adj Close,Volume
2015-12-31,90.389999,91.089996,89.980003,89.980003,85.670601,114100
2016-01-04,88.169998,88.169998,86.980003,87.910004,83.699738,67900
2016-01-05,88.120003,88.370003,87.129997,87.790001,83.585472,76300
2016-01-06,86.480003,87.019997,85.919998,86.250000,82.119232,149300
2016-01-07,84.529999,85.089996,83.300003,83.559998,79.558060,135000
2016-01-08,84.580002,84.580002,81.879997,82.010002,78.082306,127500
2016-01-11,82.449997,82.639999,81.330002,82.430000,78.482178,101700
2016-01-12,83.309998,83.459999,81.839996,83.029999,79.053444,86700
2016-01-13,83.540001,83.720001,79.980003,80.269997,76.425629,439900
2016-01-14,80.730003,81.849998,79.639999,81.239998,77.349182,118500
2016-01-15,78.849998,79.529999,77.790001,79.010002,75.225975,202900
2016-01-19,80.029999,80.169998,77.930000,78.500000,74.740402,202700
2016-01-20,76.739998,77.959999,75.370003,77.169998,73.474098,164200
2016-01-21,77.300003,78.300003,76.570000,76.730003,73.055191,76600
2016-01-22,77.910004,78.250000,77.489998,78.050003,74.311966,71400
2016-01-25,77.660004,77.870003,75.849998,75.879997,72.245880,2007000
2016-01-26,76.239998,77.500000,76.199997,77.300003,73.597885,167200
2016-01-27,77.150002,78.820000,76.790001,77.250000,73.550255,110700
2016-01-28,78.019997,78.300003,76.739998,77.139999,73.445534,63600
2016-01-29,77.570000,79.879997,77.519997,79.879997,76.054321,49100
2016-02-01,79.510002,79.820000,78.760002,79.440002,75.635391,140500
2016-02-02,78.349998,78.349998,76.669998,76.910004,73.226555,53800
2016-02-03,77.330002,77.330002,74.449997,77.010002,73.321754,165400
2016-02-04,76.629997,78.410004,76.629997,77.809998,74.083443,124300
2016-02-05,77.980003,78.419998,76.360001,76.589996,72.921890,74500
2016-02-08,75.309998,75.349998,73.230003,74.110001,70.560646,132100
2016-02-09,72.639999,74.800003,72.279999,74.230003,70.674927,137500
2016-02-10,75.000000,75.940002,73.940002,73.949997,70.408310,84300
2016-02-11,71.769997,72.309998,70.690002,71.360001,67.942352,405900
2016-02-12,72.980003,74.839996,72.739998,74.800003,71.217613,178500
2016-02-16,76.150002,76.800003,75.610001,76.510002,72.845711,124500
2016-02-17,77.220001,77.800003,77.199997,77.349998,73.645485,40500
2016-02-18,77.610001,77.610001,76.000000,76.410004,72.750511,88200
2016-02-19,76.000000,76.699997,75.540001,76.529999,72.864754,73800
2016-02-22,77.690002,78.120003,77.639999,77.959999,74.226250,55700
2016-02-23,77.550003,77.550003,75.949997,76.099998,72.455345,50800
2016-02-24,74.989998,75.940002,73.879997,75.839996,72.207794,138200
2016-02-25,75.940002,76.900002,75.800003,76.900002,73.217010,39100
2016-02-26,77.699997,78.440002,77.160004,77.779999,74.054886,74700
2016-02-29,77.610001,77.879997,76.519997,76.519997,72.855240,69900
2016-03-01,77.050003,79.510002,77.050003,79.510002,75.702019,75000
2016-03-02,79.540001,80.410004,79.419998,80.389999,76.539886,83000
2016-03-03,80.379997,81.150002,80.099998,81.150002,77.263481,38900
2016-03-04,81.639999,82.150002,81.070000,81.540001,77.634804,90900
2016-03-07,81.080002,81.459999,80.730003,81.199997,77.311096,51700
2016-03-08,80.400002,80.540001,79.419998,79.480003,75.673470,64800
2016-03-09,79.989998,79.989998,79.089996,79.339996,75.540176,47700
2016-03-10,79.970001,80.279999,78.300003,79.269997,75.473511,60100
2016-03-11,80.389999,81.559998,80.290001,81.559998,77.653847,36200
2016-03-14,81.209999,81.370003,80.589996,81.169998,77.282532,51000
2016-03-15,80.389999,80.839996,80.150002,80.779999,76.911209,60500
2016-03-16,80.470001,81.309998,79.809998,80.480003,76.625572,76400
2016-03-17,80.220001,81.589996,79.769997,81.320000,77.425346,62100
2016-03-18,82.160004,82.930000,81.879997,82.599998,78.644043,44900
2016-03-21,82.339996,83.089996,82.099998,82.639999,78.682129,33100
2016-03-22,82.059998,82.550003,81.720001,82.269997,78.329849,48800
2016-03-23,81.809998,81.870003,81.300003,81.349998,77.785980,35100
2016-03-24,80.459999,80.760002,79.800003,80.760002,77.221832,58900
2016-03-28,80.959999,81.029999,80.360001,80.660004,77.126198,30700
2016-03-29,80.360001,80.699997,79.599998,80.699997,77.164467,74300
2016-03-30,81.230003,81.980003,81.150002,81.339996,77.776413,37200
2016-03-31,81.239998,81.620003,80.519997,81.139999,77.585175,278000
2016-04-01,80.599998,81.959999,80.550003,81.849998,78.264084,100400
2016-04-04,81.800003,81.919998,81.279999,81.370003,77.805107,68000
2016-04-05,80.540001,80.599998,80.059998,80.080002,76.571617,55200
2016-04-06,80.080002,80.800003,79.849998,80.760002,77.221832,112900
2016-04-07,80.160004,80.160004,78.309998,78.690002,75.242516,164100
2016-04-08,79.419998,79.980003,78.870003,78.959999,75.500679,58500
2016-04-11,79.320000,80.230003,79.320000,79.440002,75.959648,51200
2016-04-12,79.620003,80.739998,79.419998,80.629997,77.097527,61500
2016-04-13,81.690002,83.430000,81.550003,83.349998,79.698357,122900
2016-04-14,82.970001,84.480003,82.970001,83.959999,80.281639,103400
2016-04-15,84.209999,84.290001,83.169998,83.500000,79.841789,55000
2016-04-18,83.139999,84.190002,82.930000,84.120003,80.434639,63100
2016-04-19,84.279999,85.220001,84.279999,85.180000,81.448189,59100
2016-04-20,85.379997,86.760002,85.349998,86.699997,82.901596,41000
2016-04-21,86.790001,87.250000,86.089996,86.290001,82.509544,38500
2016-04-22,85.989998,87.019997,85.989998,86.839996,83.035461,44600
2016-04-25,86.339996,86.580002,85.800003,86.269997,82.490433,44200
2016-04-26,86.370003,87.050003,86.199997,87.000000,83.188446,87000
2016-04-27,86.860001,87.620003,86.680000,87.169998,83.350990,59400
2016-04-28,86.480003,87.199997,85.849998,86.019997,82.251381,59600
2016-04-29,85.699997,85.959999,84.870003,85.339996,81.601181,74600
2016-05-02,85.639999,86.269997,85.110001,86.199997,82.423508,47300
2016-05-03,84.959999,85.010002,83.870003,84.550003,80.845795,101400
2016-05-04,83.830002,84.239998,83.019997,83.500000,79.841789,54800
2016-05-05,83.639999,83.940002,83.080002,83.220001,79.574066,38500
2016-05-06,82.739998,83.610001,82.510002,83.540001,79.880043,50500
2016-05-09,83.349998,83.860001,82.989998,83.320000,79.669662,89200
2016-05-10,83.709999,84.739998,83.489998,84.650002,80.941406,70800
2016-05-11,84.440002,84.879997,83.940002,83.940002,80.262527,66700
2016-05-12,84.279999,84.730003,83.309998,83.779999,80.109520,68700
2016-05-13,83.639999,84.370003,82.430000,82.559998,78.942955,50700
2016-05-16,82.480003,83.540001,82.480003,83.099998,79.459320,67000
2016-05-17,82.849998,83.480003,82.559998,82.720001,79.095970,77700
2016-05-18,82.800003,85.230003,82.720001,85.129997,81.400391,138200
2016-05-19,84.769997,85.250000,83.720001,84.320000,80.625870,99400
2016-05-20,84.809998,85.449997,84.610001,84.849998,81.132645,105000
2016-05-23,84.760002,85.029999,84.370003,84.730003,81.017899,55600
2016-05-24,85.120003,86.500000,85.120003,86.320000,82.538246,234500
2016-05-25,86.680000,88.010002,86.680000,87.510002,83.676102,112300
2016-05-26,87.519997,87.519997,86.820000,86.889999,83.083260,78600
2016-05-27,87.050003,87.660004,87.029999,87.660004,83.819542,79400
2016-05-31,88.080002,88.080002,87.089996,87.430000,83.599632,306600
2016-06-01,86.980003,87.879997,86.260002,87.769997,83.924728,240300
2016-06-02,87.650002,87.910004,87.180000,87.910004,84.058601,68700
2016-06-03,86.389999,86.489998,85.099998,86.290001,82.509544,75100
2016-06-06,86.370003,87.559998,86.370003,87.199997,83.379700,78700
2016-06-07,87.379997,87.379997,86.709999,86.739998,82.939842,27400
2016-06-08,86.660004,87.089996,86.589996,86.879997,83.073708,149300
2016-06-09,86.320000,86.330002,85.449997,85.919998,82.155769,96800
2016-06-10,84.870003,84.900002,84.190002,84.470001,80.769287,102700
2016-06-13,83.860001,84.750000,83.500000,83.540001,79.880043,44500
2016-06-14,83.139999,83.400002,81.339996,81.839996,78.254517,83000
2016-06-15,82.209999,83.019997,81.849998,81.930000,78.340576,65000
2016-06-16,81.279999,81.930000,80.449997,81.860001,78.273651,105600
2016-06-17,81.910004,82.440002,81.419998,81.809998,78.225822,64600
2016-06-20,83.209999,83.830002,82.400002,82.449997,78.837799,44100
2016-06-21,82.489998,82.540001,81.879997,82.379997,79.066719,44300
2016-06-22,82.430000,83.029999,82.139999,82.169998,78.865173,58800
2016-06-23,83.349998,84.309998,83.349998,84.309998,80.919106,59900
2016-06-24,79.669998,81.070000,78.870003,78.900002,75.726692,176400
2016-06-27,77.739998,77.739998,75.410004,75.690002,72.645798,124800
2016-06-28,77.389999,77.790001,76.480003,77.680000,74.555756,189700
2016-06-29,78.760002,79.839996,78.410004,79.820000,76.609680,81900
2016-06-30,80.260002,80.610001,79.430000,80.610001,77.367905,146800
