Date,Open,High,Low,Close,Adj Close,Volume
2015-12-31,16.389999,16.389999,16.389999,16.389999,9.583241,0
2016-01-04,16.389999,16.389999,16.389999,16.389999,9.583241,0
2016-01-05,16.389999,16.389999,16.389999,16.389999,9.583241,0
2016-01-06,16.250000,16.370001,16.250000,16.370001,9.571548,800
2016-01-07,16.370001,16.370001,16.370001,16.370001,9.571548,0
2016-01-08,15.740000,15.740000,15.650000,15.650000,9.150564,200
2016-01-11,15.650000,15.650000,15.650000,15.650000,9.627963,0
2016-01-12,13.900000,13.900000,13.900000,13.900000,8.551353,300
2016-01-13,13.650000,13.650000,13.650000,13.650000,8.397553,400
2016-01-14,12.660000,12.660000,12.590000,12.590000,7.745435,200
2016-01-15,12.590000,12.590000,12.590000,12.590000,7.745435,0
2016-01-19,12.590000,12.590000,12.590000,12.590000,7.745435,0
2016-01-20,12.590000,12.590000,12.590000,12.590000,7.745435,0
2016-01-21,12.151000,12.260000,12.151000,12.260000,7.542416,400
2016-01-22,12.940000,13.050000,12.850000,13.050000,8.028430,400
2016-01-25,13.050000,13.050000,13.050000,13.050000,8.028430,0
2016-01-26,13.050000,13.050000,13.050000,13.050000,8.028430,0
2016-01-27,13.030000,13.060000,13.030000,13.060000,8.034580,200
2016-01-28,13.060000,13.060000,13.060000,13.060000,8.034580,0
2016-01-29,13.060000,13.060000,13.060000,13.060000,8.034580,0
2016-02-01,13.130000,13.130000,13.050000,13.050000,8.028430,3500
2016-02-02,13.050000,13.050000,13.050000,13.050000,8.028430,0
2016-02-03,13.050000,13.050000,13.050000,13.050000,8.028430,0
2016-02-04,13.050000,13.050000,13.050000,13.050000,8.028430,0
2016-02-05,13.050000,13.050000,13.050000,13.050000,8.028430,0
2016-02-08,13.050000,13.050000,13.050000,13.050000,8.028430,0
2016-02-09,13.050000,13.050000,13.050000,13.050000,8.028430,0
2016-02-10,13.050000,13.050000,13.050000,13.050000,8.028430,0
2016-02-11,11.250000,11.250000,11.240000,11.240000,6.914907,2000
2016-02-12,11.240000,11.240000,11.240000,11.240000,6.914907,0
2016-02-16,11.240000,11.240000,11.240000,11.240000,6.914907,0
2016-02-17,11.240000,11.240000,11.240000,11.240000,6.914907,0
2016-02-18,11.240000,11.240000,11.240000,11.240000,6.914907,0
2016-02-19,12.420000,12.420000,12.420000,12.420000,7.640849,500
2016-02-22,12.570000,12.570000,12.560000,12.560000,7.726978,23000
2016-02-23,12.630000,12.630000,12.530000,12.530000,7.708522,200
2016-02-24,12.260000,12.260000,12.190000,12.190000,7.499352,200
2016-02-25,12.640000,13.010000,12.640000,13.010000,8.003821,3100
2016-02-26,13.080000,13.240000,13.080000,13.190000,8.114557,900
2016-02-29,13.830000,13.830000,13.830000,13.830000,8.508288,1000
2016-03-01,13.830000,13.830000,13.830000,13.830000,8.508288,0
2016-03-02,13.830000,13.830000,13.830000,13.830000,8.508288,0
2016-03-03,13.830000,13.830000,13.830000,13.830000,8.508288,0
2016-03-04,14.711000,15.220000,14.711000,15.220000,9.363424,700
2016-03-07,15.000000,15.000000,14.870000,14.870000,9.148104,200
2016-03-08,14.870000,14.870000,14.870000,14.870000,9.148104,0
2016-03-09,14.660000,14.660000,14.460000,14.460000,8.895869,1200
2016-03-10,14.510000,14.540000,14.310000,14.470000,8.902021,10300
2016-03-11,14.890000,14.950000,14.890000,14.950000,9.197319,400
2016-03-14,14.890000,14.980000,14.890000,14.980000,9.215775,1000
2016-03-15,14.890000,14.890000,14.780000,14.780000,9.092734,400
2016-03-16,14.980000,14.980000,14.900000,14.980000,9.215775,1700
2016-03-17,15.590000,15.660000,15.530000,15.660000,9.634114,500
2016-03-18,15.660000,15.660000,15.660000,15.660000,9.634114,0
2016-03-21,15.830000,15.830000,15.720000,15.720000,9.671027,64100
2016-03-22,15.720000,15.720000,15.720000,15.720000,9.671027,0
2016-03-23,15.720000,15.720000,15.720000,15.720000,9.671027,0
2016-03-24,15.720000,15.720000,15.720000,15.720000,9.671027,0
2016-03-28,15.720000,15.720000,15.720000,15.720000,9.671027,0
2016-03-29,15.720000,15.720000,15.720000,15.720000,9.671027,0
2016-03-30,16.030001,16.030001,15.950000,15.950000,9.812525,200
2016-03-31,15.950000,15.950000,15.950000,15.950000,9.812525,0
2016-04-01,15.950000,15.950000,15.950000,15.950000,9.812525,0
2016-04-04,16.018000,16.030001,16.018000,16.030001,9.861741,400
2016-04-05,16.010000,16.010000,15.992000,15.992000,9.838363,300
2016-04-06,15.992000,15.992000,15.992000,15.992000,9.838363,0
2016-04-07,16.042000,16.058001,16.030001,16.030001,9.861741,400
2016-04-08,16.030001,16.030001,16.030001,16.030001,10.292579,0
2016-04-11,16.030001,16.030001,16.030001,16.030001,10.292579,0
2016-04-12,16.030001,16.030001,16.030001,16.030001,10.292579,0
2016-04-13,16.080000,16.148001,16.080000,16.148001,10.368344,600
2016-04-14,16.041000,16.041000,16.041000,16.041000,10.299642,100
2016-04-15,16.041000,16.041000,16.041000,16.041000,10.299642,0
2016-04-18,16.041000,16.041000,16.041000,16.041000,10.299642,0
2016-04-19,16.041000,16.041000,16.041000,16.041000,10.299642,0
2016-04-20,16.190001,16.190001,16.190001,16.190001,10.395312,100
2016-04-21,16.260000,16.260000,16.105000,16.105000,10.340734,200
2016-04-22,16.105000,16.105000,16.105000,16.105000,10.340734,0
2016-04-25,16.250000,16.250000,16.250000,16.250000,10.433837,2500
2016-04-26,16.250000,16.250000,16.250000,16.250000,10.433837,0
2016-04-27,16.250000,16.250000,16.250000,16.250000,10.433837,0
2016-04-28,16.250000,16.250000,16.250000,16.250000,10.433837,0
2016-04-29,16.250000,16.250000,16.250000,16.250000,10.433837,0
2016-05-02,15.900000,15.900000,15.900000,15.900000,10.209106,500
2016-05-03,15.900000,15.900000,15.900000,15.900000,10.209106,0
2016-05-04,15.900000,15.900000,15.900000,15.900000,10.209106,0
2016-05-05,15.570000,15.570000,15.430000,15.430000,9.907330,200
2016-05-06,15.430000,15.430000,15.430000,15.430000,9.907330,0
2016-05-09,15.430000,15.430000,15.430000,15.430000,9.907330,0
2016-05-10,15.469000,15.469000,15.450000,15.450000,9.920171,500
2016-05-11,15.930000,15.930000,15.840000,15.840000,10.170583,400
2016-05-12,15.840000,15.840000,15.840000,15.840000,10.170583,0
2016-05-13,15.840000,15.840000,15.840000,15.840000,10.170583,0
2016-05-16,15.840000,15.840000,15.840000,15.840000,10.170583,0
2016-05-17,15.840000,15.840000,15.840000,15.840000,10.170583,0
2016-05-18,15.840000,15.840000,15.840000,15.840000,10.170583,0
2016-05-19,15.840000,15.840000,15.840000,15.840000,10.170583,0
2016-05-20,15.840000,15.840000,15.840000,15.840000,10.170583,0
2016-05-23,15.470000,15.510000,15.360000,15.360000,9.862384,2300
2016-05-24,15.360000,15.360000,15.360000,15.360000,9.862384,0
2016-05-25,15.360000,15.360000,15.360000,15.360000,9.862384,0
2016-05-26,15.360000,15.360000,15.360000,15.360000,9.862384,0
2016-05-27,15.360000,15.360000,15.360000,15.360000,9.862384,0
2016-05-31,15.360000,15.360000,15.360000,15.360000,9.862384,0
2016-06-01,15.360000,15.360000,15.360000,15.360000,9.862384,0
2016-06-02,15.950000,16.030001,15.930000,16.010000,10.279737,19500
2016-06-03,15.990000,16.070000,15.930000,16.010000,10.279737,3900
2016-06-06,16.215000,16.260000,16.139999,16.139999,10.363209,3000
2016-06-07,16.139999,16.139999,16.139999,16.139999,10.363209,0
2016-06-08,16.040001,16.200001,15.970000,16.040001,10.299000,50800
2016-06-09,16.070000,16.100000,16.040001,16.040001,10.299000,1500
2016-06-10,16.040001,16.040001,16.040001,16.040001,10.299000,0
2016-06-13,16.040001,16.040001,16.040001,16.040001,10.299000,0
2016-06-14,15.950000,15.950000,15.880000,15.880000,10.196265,400
2016-06-15,16.049999,16.049999,15.800000,15.914000,10.218099,700
2016-06-16,15.914000,15.914000,15.914000,15.914000,10.218099,0
2016-06-17,15.914000,15.914000,15.914000,15.914000,10.218099,0
2016-06-20,15.914000,15.914000,15.914000,15.914000,10.218099,0
2016-06-21,15.914000,15.914000,15.914000,15.914000,10.218099,0
2016-06-22,15.914000,15.914000,15.914000,15.914000,10.218099,0
2016-06-23,15.914000,15.914000,15.914000,15.914000,10.218099,0
