XLP,PBJ,FSTA,EMCG,WBIL,RHS,KXI,PSL,PSCC,UGE,IYK,VDC,WBIE,WBID,SZK,ECON,FXG
-0.029987800897592835,-0.03938027759845061,-0.03309457635941934,-0.07809014268686643,-0.04209554937413084,-0.031380558829772615,-0.04340504515903781,-0.03726029223744299,-0.04352786459745546,-0.10228818091551185,-0.05220763554951088,-0.032642683936997936,-0.05748288329519456,-0.05185180246913579,0.10337640683618161,-0.08858161348788457,-0.028935184515389248
-0.014906853310700968,-0.023793787177792427,-0.0162967753120665,-0.05707547506341244,-0.005125862307822124,-0.0192080723237817,-0.015489748724840598,-0.026049456033555844,-0.008627319785276217,-0.06415390260173451,-0.021308235454742638,-0.0164267462273177,-0.00970429804548521,-0.010478991493064287,0.05177861864737628,-0.040490197123068866,-0.02783730734802073
0.0200852501504312,0.013368112161721556,0.01871381485926555,-0.011872740289958869,0.0033439067434516165,0.017098566060214093,0.02303324751233452,0.01148571693219698,0.009870918754745694,0.042682318565947036,0.021148622018847135,0.017733053474989244,0.006929512183929183,0.006050986705139033,-0.04158081343841853,0.026957022967494953,0.0056778093210316195
0.028959752914095707,0.028508077288565047,0.030353019807093963,0.06883333333333337,0.008198940958035042,0.02787638251447694,0.03738215509854327,0.02983463389350527,0.01403705783267827,0.03798889041561434,0.03029163602187289,0.03006124420524744,0.009049567985447843,0.012247696832858278,-0.06535096777855125,0.06085686169148677,0.027157674864035038
-0.022768425896263753,-0.047445290227116486,-0.022604589156699977,-0.032110032562497996,-0.017338284910965323,-0.02031625316064179,-0.020774108900065667,-0.04566810835685225,-0.03426248548199774,-0.04259634933913051,-0.03233953547305499,-0.022417688884944404,-0.022077667770284297,-0.02238923115452042,0.054726448809019626,-0.02290841633466145,-0.019235279867809534
0.008787677251847419,0.010830325265189485,0.0067024463806970615,-0.002529374568866493,-0.002254367837685434,0.013162499885264124,0.0,0.0026241612980004814,0.003664378154845884,-0.02159447002738638,0.0008732486099989714,0.006531848587392723,-0.009619897213510047,-0.002762430939226505,0.013900164100578982,-0.032921757565753,0.0030401544920557744
0.015145554681353325,0.02402306290913078,0.015831134564643815,0.016619614662543063,0.004255670591388819,0.01948717094017097,0.01539455269673815,0.02699259430995463,0.03481018177940846,0.06591280360902196,0.025160830257653925,0.016638298896159295,0.009390108283288862,0.010928912614451588,-0.07895893250992492,0.03379721502001912,0.020389552330375715
0.004893325504012527,0.014520233585858645,0.00492284230137315,0.005061866981897236,0.002146716965480632,0.007044063361723506,-0.0033484337146589506,0.02106759582458824,0.02024440925608569,0.038777907203939276,0.016100475088891814,0.006687639532251111,0.00802370155751637,0.001983192860684369,-0.03752860411899315,-0.020284078107712086,0.020421880152112184
0.018255207181875347,0.007518796992481265,0.019942135734963076,0.0890925810283609,0.005707080549368972,0.015704594567743577,0.022799198285817914,0.007266926879366492,0.03349194429754974,0.028723531896686905,0.02680922826522137,0.01885511784765421,0.005685373942474584,0.003999753296121267,-0.057087566521528764,0.08661421954608625,0.016986564439154462
0.007816968392431425,0.00992561973166138,0.007660389403127943,0.012446243989185236,0.0008344923504868189,0.007955573182324874,0.010548323759791124,0.001062358356940461,0.021052648471912943,0.037620218302234484,0.005046381859544145,0.008524639453365531,0.0041096347031963874,0.006427288784221433,0.0014493236014818845,0.0013876502595907448,0.00982955460527634
