XLP,PBJ,FSTA,EMCG,WBIL,RHS,KXI,PSL,PSCC,UGE,IYK,VDC,WBIE,WBID,SZK,ECON,FXG
0.005319070343540832,-0.019955685777636997,0.0009897064001881204,-0.07377772222222213,-0.035375496792975566,-0.0044151587842583846,0.003534725792630757,-0.020668620069529617,-0.02751267078420365,-0.08027856932499045,-0.020037600563379127,0.0,-0.05075038653933626,-0.04350372116873792,0.05657890599030281,-0.0350535036488071,-0.023014959194132125
0.0031421839411699052,0.0015813092479029882,0.004270762014758298,0.004094223973344283,-0.015672467836257302,0.019023337579617834,-0.013350722095967037,0.0005388719431964711,0.037817378674903215,0.035552073167053666,0.006449154247110053,0.004012570538238007,-0.0185270958777211,-0.01830885507607874,-0.0516604704797048,-0.033199297444632785,0.022936810817701648
0.04033175574195711,0.026178009664982804,0.03883798547521312,0.12262140776699032,0.016789328426862853,0.03285420944558522,0.05381538351000546,0.023162027613194403,0.0701607824822375,0.09838840358335296,0.04931582504606521,0.042344152406081526,0.021305486006594918,0.021717911176183345,-0.09494955024997728,0.12035402654867271,0.03577619331691652
-0.014531587275938573,-0.005886059661897973,-0.012467998322634309,0.004830965950194829,-0.013472565381567195,-0.009284614340162811,-0.004228568481848245,-0.016770794233198903,0.02910091136728687,-0.01080013490414772,-0.005090649235593089,-0.010831493644262969,-0.013693594967998953,-0.020926756352765228,0.007021163138357045,0.008771886349644062,0.007104456251787817
0.006836327383213007,0.00030975533261851465,0.009185904339562817,-0.029492266374894365,0.011246831067066134,0.01025598975031153,0.00472180260155619,0.010241956379269715,0.017098177785293205,0.003140095214071179,0.004887984488659444,0.008370407407407491,0.002658157653528912,0.015693919357229948,-0.014758320610687214,-0.026564611731860043,0.00980599019398841
0.04514962664915233,0.05001473668639384,0.04246287405329478,0.044843520742790334,0.004451174743025023,0.05519382170542633,0.02725915072872398,0.030640141411850095,0.04414233932881712,0.051404321654321024,0.024534035969380735,0.0439771028408774,0.0006869246936993009,0.010338396818987825,-0.05758880516684609,0.04349698723070566,0.03018397829613359
-0.00822670917318631,0.010192137449039003,-0.005182987962896089,0.05448252784764642,0.01705006765899865,-0.008442792502232586,-0.001600200052009209,0.009662722167732837,0.043116005352704,0.031965670587386696,0.013512374925168968,-0.003553407541227682,0.026092818911686078,0.03498824355971891,-0.016967706622878966,0.05801221095334689,0.014265355614428373
-0.005884516258100111,-0.011487451797129641,-0.0045940885394126175,-0.0019802431134223505,-0.024018475750577514,-0.012826563432464754,-0.006847246135278412,-0.01988246887966806,-0.02119399999999989,-0.008977581495141145,-0.0034326010763975306,-0.005215109450353312,-0.020947223176103143,-0.007550683928707653,-0.014999999999999977,-0.0024400162667750597,-0.019530417213163995
-0.02198838605503458,-0.03191486128177134,-0.022869736842105227,0.021576399012611228,-0.010265982267848757,-0.03203142748892207,-0.00010064450752682591,-0.0255318785272384,-0.021964643745108214,-0.03058334618350046,-0.023090403457587325,-0.022647507939526947,-0.015726086229135593,-0.014846839791515524,0.025974025974025997,0.009665726943213791,-0.03661427956062891
-0.007765151662218717,-0.008893008006960705,-0.008212255211623548,-0.026208767564788498,-0.026095283696432756,-0.006414465566027424,-0.034590538254197126,-0.026948362234099153,-0.041296045763914276,-0.03898528600840348,-0.016691984438917982,-0.007878705660536155,-0.03693050359712233,-0.024533857926097056,0.01962864721485416,-0.016789516789516647,-0.007814195789016702
-0.04389080490744147,-0.013047592825336955,-0.040420637528754536,-0.08035540325890453,0.09037452484209596,-0.044224998992486046,-0.058914430714916234,-0.03759678821084451,0.035539216230686635,-0.060606058889661335,-0.030539969005059116,-0.039017601766328326,0.07415630550621662,0.09381951978657184,0.042661297985713706,-0.08969210174029459,-0.04325181159420299
0.021852582128264905,0.03824326148063166,0.024679518439759043,-0.01708043778949548,0.010344913347202032,0.02487021478596907,0.015638596532610922,0.012868314301908141,0.05459817286322203,0.053351154245339254,0.018153919633725438,0.024479422924120184,-0.008057296329453881,0.008377425044091768,-0.05294117363950954,-0.011738148984198718,0.034754098360655815
