FNCL,BDCL,IYG,BDCZ,IAI,PFI,KBWP,KBE,RWW,KCE,VQT,JHMF,PSP,QABA,PEX,KBWR,CHIX,SKF,KRE,UYG,KIE,BIZD,VFH,LBDC,FXO,RYF,FINZ,FAS,IAT,KBWD,EUFN,IXG,DXJF,LMLP,PHDG,PSCF,IAK,FAZ,DPST,KBWB,FINU,SEF,IYF,XLF,BDCS,WDRW
-0.07522792553191487,-0.028976175144880944,-0.09718328015648624,-0.017059708981435016,-0.10103423763018417,-0.06451616371834909,-0.05859028376254254,-0.09556199884800774,-0.0894880174328959,-0.1274890161618317,-0.027103491576243588,-0.09109730848861296,-0.0767656090071648,-0.08037688024518393,-0.05123071125445643,-0.08987274417092407,-0.11937857726901055,0.13193262797907893,-0.09366020904460165,-0.15616351520095345,-0.06301619857779453,-0.014800514800514829,-0.07523302096686595,-0.047284281150159695,-0.06427910632327323,-0.07435958242865831,0.1994884356133178,-0.24978503869303517,-0.08943593019632261,-0.04425653683458293,-0.08489054991991457,-0.09145217490117774,-0.08828451882845201,-0.23730468749999997,-0.025768953689482784,-0.06558659524431652,-0.07684214736842107,0.1861659757377856,-0.3231140652233132,-0.1020228348864604,-0.23075733729661618,0.06898454365427463,-0.07426765798958275,-0.07828051034694399,-0.026835493670886185,0.0
-0.03256178893683805,-0.2514101531023368,-0.03796987626958926,-0.05954285271360207,-0.05630246340889447,-0.024884501417863556,-0.01565997727830029,-0.04502369515830422,-0.029144323365454035,-0.05829219873310884,0.00037218457586078404,-0.049543676662320596,-0.04491978609625668,-0.04187123760117709,-0.05750599099558128,-0.040264839507161795,-0.06905594405594415,0.05458122665387926,-0.04555379159847256,-0.06466705851825462,-0.02188185438830418,-0.07916666666666658,-0.03301242624971174,-0.2430500397140588,-0.03418813077816407,-0.03447391811052344,0.07528584646094424,-0.09768753668298548,-0.03750404138376992,-0.10252198464912293,-0.0370986177795471,-0.03628604210399327,-0.039130434782608636,-0.11912568306010927,0.0008306063122923838,-0.04022829463907868,-0.016042780748663103,0.08033446019629233,-0.15803246601578924,-0.04311926473641404,-0.18323665396359437,0.03359994666666656,-0.03134010397417966,-0.03174606367361667,-0.10150585610708311,0.8594968655329218
-0.00393859802830236,0.051948051948051924,-0.012299794530437062,0.0,-0.0036547933651953904,-0.003925731620271178,0.0031221900089206753,-0.026764025026068842,-0.007043883540737088,0.0076045355784898575,-0.006367086142322154,-0.006561635758458677,0.013713080168776454,-0.012573099047570195,0.012257099783046243,-0.014833417296389564,0.012089810017271206,0.0055169604114070235,-0.02602854743912678,-0.010157653417822494,-0.0004690226446271766,0.018404907975460093,-0.004143646504227583,0.035249042145593934,0.0,0.0002572664513241669,0.013991391643827903,-0.01436103467501376,-0.016097207092732928,0.001095290251916929,-0.0027761799000553095,0.0017047091412742458,0.004845967462789821,0.06632653061224493,-0.010915197313182115,-0.002725592878866077,0.0027730588145678586,0.003441387492146,-0.05975242278453351,-0.021555858891337775,0.004155375037231329,0.0005330490405118103,-0.0032699659597543907,-0.006579024245031968,0.0202185256950014,-3.5430245626498533
0.020069509841759963,0.020209580838323322,0.02290928979378904,-0.02989482041173885,0.018216947281258535,0.012684954640061771,0.02627576604290472,0.02672527154009708,0.015260115606936337,-0.0038167938931297865,7.486330892307747e-05,-0.008381164534627205,0.014553014553014429,0.04040398542098713,0.024212311091374197,0.03588777561015184,0.004299226139294988,-0.043260266556623274,0.025368248772504088,0.03596155542929081,0.025449482253116107,0.008783783783783836,0.020076764264526765,0.0007656967840734906,0.011267606162798505,0.014448643888755807,-0.06852157392026578,0.0500227830832196,0.023106514762515976,0.029239714473137196,0.0011093177421343792,0.014903421807376535,0.015672913117546938,-0.016597510373443997,0.005428016474821861,0.026532237371510677,0.019451997083204407,-0.0697538835544683,0.05959027001862198,0.02438290081124971,0.029117699670854168,-0.02011965796953955,0.02033023556775577,0.020257884294163277,0.009204115279053246,0.7702071160952666
-0.03391863662883636,-0.026113671274961586,-0.04295601477770026,0.0003284072249589616,-0.04529717253317947,-0.0414678532110091,-0.017229931521979158,-0.033927911857292686,-0.03295918397323105,-0.046206473297020156,-0.011133005740162547,-0.007555555555555631,-0.02014846235418871,-0.048235264705882235,-0.030357649534114618,-0.02973045125143354,-0.0534420289855074,0.06248911988704746,-0.0385269416013297,-0.07087333469077338,-0.026435195984758197,-0.006802721088435471,-0.034539184809296866,-0.0007662835249041982,-0.03347879507623504,-0.03326346863845082,0.09609607913093242,-0.11004548763480508,-0.02601247856396179,-0.010203973673255744,-0.04703844640176834,-0.04359248439901482,-0.1775325387395917,-0.03101604278074876,-0.013113452331364345,-0.0227951437066564,-0.033729751351351346,0.08832361617517018,-0.021106722813592077,-0.03829117088607589,-0.10527328013674749,0.03312308009665949,-0.036393896983626634,-0.03675419321493953,-0.006539455040871739,0.06834603041825098
-0.02620798525798509,-0.11951848667239885,-0.02393038674075983,0.0,-0.02665882859353252,-0.022130532633158284,0.010275513324201449,-0.02841730318047854,-0.024217171618953724,-0.03912267106563881,0.005797793928135034,-0.03116406966086158,-0.05011135857461017,-0.005025066211938139,-0.05284810126582284,-0.01067118756890796,-0.036619718309859044,0.03591204900151037,-0.023781873549884074,-0.050322807640007766,-0.010750908750959265,-0.05451936872309898,-0.02413953154875707,-0.16103202846975093,-0.01878403361344538,-0.029665649617086728,0.04857144642857149,-0.07956397820163467,-0.024974756158446177,-0.06339240434037695,-0.041112331250765806,-0.032104951390459054,-0.12782811085972864,-0.09999999999999996,0.007139857502723884,-0.01627137431171407,-0.010487218702206617,0.0528693157102225,-0.08881982401656315,-0.02931592738384605,-0.0777267446719599,0.01756198301751076,-0.022457267134470067,-0.022449979585466018,-0.06008093934609724,0.04363636363636364
0.027091633466135447,0.06209677419354835,0.02260546220574235,0.0,0.03680459448800565,0.04238505747126436,0.013160647817072081,0.020091715893841608,0.027823972124232384,0.03956729178573026,0.007473283124927631,0.03749448610498462,0.044680851063829775,0.015711289371873407,0.0473318689980023,0.016569953509250092,0.0583554376657825,-0.055624427712587694,0.018781986874843087,0.051000164029560924,0.025723892131418253,0.026536312849162066,0.026750452349362547,0.09500805152979064,0.0320574162679425,0.03109490447864242,-0.08695652173913036,0.07696172419324551,0.017898607888631214,0.046815511877217664,0.020722203713570343,0.028339191564147763,0.04173446928268462,0.10714285714285711,0.007089282735613125,0.03074049719326385,0.02263510473478086,-0.09069345056009953,0.07151100194583807,0.020421155073388625,0.06377148136821124,-0.024880942956086553,0.02582048998395482,0.023355613180852778,0.03296094972067044,-4.317091931224054
0.017227916318405735,0.06485671191553541,0.016070969607495107,0.0,0.020676221830784637,0.022815022815022765,0.005151362953423568,0.02071101210600649,0.021865618894365352,0.030896524137931033,0.009988206274394661,0.021621854904837843,0.010526315789473648,0.020518694784839083,0.01044158711217194,0.020027117184651878,-0.00982142857142868,-0.035779834862385326,0.020897186427895974,0.03091163223582368,0.011721783959175213,0.038926174496644296,0.016472134899842762,0.058377558756633786,0.018318505480577552,0.02097717060747542,-0.057905522424937995,0.04469005500673017,0.015017924094610526,0.038219842931937135,0.007054732510288184,0.008710758219109603,0.0470041298035057,0.06575073601570167,0.00827129859387921,0.02400213806406803,0.012233663784011733,-0.05344096501345629,0.05202733248167048,0.015084852294154632,0.0695303993276447,-0.01942790017733666,0.016020012114643045,0.015947397728262157,0.035560292864239874,-0.011143675028595361
0.04093120694446883,0.0991847826086957,0.04611236146538678,0.036392354240103085,0.0412537079424747,0.025982905982906035,0.020395310757037124,0.06397421441117247,0.04018751863836751,0.06161017184545245,0.010324397215561313,0.034783011131258465,0.045226130653266264,0.04594885932432987,0.033169831737515434,0.05979638828998442,0.08271908271908285,-0.0913095933381977,0.064633830196347,0.07912516759206878,0.027679085257548794,0.0473145780051151,0.04165757417983849,0.1333771353482261,0.03665153846153851,0.04331870025149384,-0.1410496954076851,0.11106369073045717,0.055795316146588114,0.046430402075366875,0.057095395948148706,0.057664723989328905,0.0647342963896475,0.14008438818565402,0.010233319688907082,0.037418332496233046,0.025888597735303033,-0.14229246503529938,0.16221373426665137,0.05857985380413767,0.10433651776980775,-0.04042678384129095,0.041391674658468484,0.043087984566751544,0.04329902061855675,0.7374903750323724
0.010772696879643526,0.012080536912751658,0.00024518146751290244,0.011470333680917617,0.010076823391058589,0.003407155025553711,0.011226549323349237,0.0012907066795739956,0.005550621546389397,0.007196067848881948,0.008853952115375879,-0.017634633319203112,0.006986027944111805,0.010492306187371953,0.007443515602633841,0.006572345637706128,-0.004111842105263217,-0.02064171265072554,0.0033766493506493514,0.015048281562621016,0.015590863826448215,0.009499683343888447,0.009769865180853899,-0.018060200668896412,0.008968565424599268,0.013520057091922642,-0.038442872916928134,0.020092047722563715,-0.0018529338525962436,0.016208250677394283,0.0409355683644639,0.02148592412622343,-0.011236053309040343,-0.0016906170752324238,0.010931214132339533,0.01313501923841481,0.019738246939043445,-0.026600540428301605,-0.0019120841300191871,-0.0020752742365847264,0.023870146403564607,-0.014236902455492667,0.00761995493796774,0.009337482790493715,0.008686765457332738,-0.048426148557670745
