Financials_Equity_Sharpe_Omega_week_rank,Financials_Equity_Sharpe_Omega_month_rank
WDRW,FAZ
FAZ,FINZ
FINZ,SKF
SKF,SEF
SEF,BDCZ
BDCZ,DXJF
DXJF,WDRW
LBDC,PEX
PEX,LBDC
BDCL,EUFN
EUFN,BDCL
BDCS,BDCS
DPST,LMLP
LMLP,BIZD
BIZD,DPST
KBWD,KBWD
PFI,PFI
PSP,PSP
FINU,FINU
IXG,PHDG
KCE,IXG
CHIX,CHIX
KBWR,KCE
QABA,KBWR
PHDG,QABA
KRE,KRE
KBE,KBE
IAT,KBWB
KBWB,IAT
IAK,FAS
FAS,IAK
PSCF,VQT
RWW,RWW
UYG,PSCF
XLF,UYG
FNCL,XLF
RYF,JHMF
VFH,FNCL
JHMF,VFH
FXO,RYF
IYG,FXO
KBWP,IYG
VQT,IYF
IYF,KBWP
IAI,IAI
KIE,KIE
